,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
1149,-121.56,39.52,9,818,197,358,197,1.7708,INLAND
4746,-118.34,34.05,50,2009,419,1130,402,3.1944,<1H OCEAN
13626,-117.27,34.11,44,567,134,565,150,1.8281,INLAND
14929,-117.01,32.66,11,9992,1368,4495,1316,6.9664,NEAR OCEAN
18683,-121.83,36.98,19,4431,705,1764,679,4.3321,<1H OCEAN
9884,-121.8,36.69,12,3877,914,2274,858,3.4239,<1H OCEAN
4312,-118.33,34.09,36,654,186,416,138,3.6953,<1H OCEAN
4047,-118.51,34.14,28,6748,904,2431,876,12.8879,<1H OCEAN
9045,-118.13,34.68,28,718,124,347,121,4.025,INLAND
14291,-117.13,32.73,52,2676,557,1181,537,3.6058,NEAR OCEAN
7015,-118.08,33.97,35,825,155,590,144,4.6333,<1H OCEAN
10061,-120.89,39.3,17,2282,431,974,371,3.5417,INLAND
9245,-120.05,36.97,20,2029,427,983,401,1.8444,INLAND
8586,-118.39,33.9,7,4314,725,1699,718,8.2037,<1H OCEAN
6550,-118.02,34.04,28,6175,1449,5041,1408,2.8821,<1H OCEAN
13435,-117.44,34.1,43,1614,400,926,349,2.075,INLAND
11817,-121.05,38.97,12,3676,550,1572,510,4.8214,INLAND
283,-122.16,37.79,22,12842,2048,4985,1967,5.9849,NEAR BAY
14083,-117.11,32.77,52,1506,233,478,240,4.3875,NEAR OCEAN
4239,-118.32,34.11,42,2462,543,857,482,4.0833,<1H OCEAN
20549,-121.8,38.69,8,3544,691,2118,678,3.7477,INLAND
19242,-122.78,38.52,23,2511,549,1052,527,2.4922,<1H OCEAN
3139,-118.17,34.87,9,1507,293,761,278,3.0184,INLAND
11543,-118.03,33.76,25,4650,849,2503,790,5.742,<1H OCEAN
140,-122.18,37.81,30,292,38,126,52,6.3624,NEAR BAY
5634,-118.28,33.74,40,1751,512,1939,503,1.5394,NEAR OCEAN
16972,-122.31,37.56,45,1685,321,815,314,4.2955,NEAR OCEAN
5517,-118.38,33.97,43,2715,458,1151,434,7.4897,<1H OCEAN
3580,-118.53,34.23,27,2131,543,1065,528,3.2404,<1H OCEAN
9039,-118.06,34.71,14,2606,514,1228,512,2.5764,INLAND
10407,-117.58,33.66,4,3305,644,1693,597,5.2497,<1H OCEAN
16100,-122.51,37.76,43,2527,619,1332,558,3.0465,NEAR OCEAN
13014,-121.17,38.69,5,7138,1227,2623,1139,5.6902,INLAND
2316,-119.69,36.85,20,2655,432,1081,379,4.5398,INLAND
10985,-117.82,33.74,25,2720,680,1559,631,3.0958,<1H OCEAN
7259,-118.17,34.01,36,1657,425,1689,418,2.7799,<1H OCEAN
8743,-118.32,33.81,28,2142,445,1140,422,4.8438,<1H OCEAN
2307,-119.76,36.83,17,3690,628,1888,601,4.0196,INLAND
14898,-117.08,32.59,30,144,52,220,48,2.3929,NEAR OCEAN
7207,-118.18,34.02,43,887,219,965,217,2.625,<1H OCEAN
17882,-122.01,37.4,24,1297,297,441,282,3.1439,<1H OCEAN
5095,-118.3,33.97,44,1521,289,1074,285,2.0673,<1H OCEAN
698,-122.11,37.69,42,1472,310,768,309,3.4643,NEAR BAY
11070,-117.85,33.84,17,2830,502,1370,459,5.1785,<1H OCEAN
7930,-118.08,33.84,25,3696,953,2827,860,3.3438,<1H OCEAN
10838,-117.92,33.67,14,6224,1679,3148,1589,4.2071,<1H OCEAN
9740,-121.64,36.74,30,2628,444,1372,432,4.1696,<1H OCEAN
9343,-122.57,37.99,45,2404,425,926,400,4.9674,NEAR BAY
9536,-120.79,37.43,17,2534,517,1764,502,2.8519,INLAND
7547,-118.2,33.92,45,1283,,1025,248,3.2798,<1H OCEAN
2036,-119.69,36.75,6,1926,303,965,316,4.7463,INLAND
4625,-118.32,34.07,25,2740,707,1420,664,3.5909,<1H OCEAN
18359,-122.09,37.35,37,1795,285,791,261,7.5794,NEAR BAY
6980,-118.01,33.97,36,1451,224,608,246,6.0648,<1H OCEAN
5348,-118.42,34.05,33,2921,652,1124,608,5.0151,<1H OCEAN
4539,-118.2,34.02,49,1098,317,1411,301,2.75,<1H OCEAN
13867,-117.27,34.39,6,6988,1121,3660,1092,4.2224,INLAND
9952,-122.32,38.35,20,3494,549,1673,541,5.5718,INLAND
5920,-118.45,34.28,36,2602,638,2780,620,2.7155,<1H OCEAN
16203,-121.28,37.94,48,1766,444,1406,421,1.7039,INLAND
15860,-122.39,37.76,52,2316,468,1047,476,4.5057,NEAR BAY
6700,-118.12,34.14,52,2337,352,981,328,5.8692,<1H OCEAN
17591,-121.9,37.3,39,3627,666,1531,635,4.537,<1H OCEAN
8351,-118.32,33.95,43,3819,708,1505,712,3.1719,<1H OCEAN
19858,-119.29,36.35,15,1740,319,1332,308,2.5743,INLAND
13549,-117.31,34.13,36,1076,283,773,224,2.6307,INLAND
13537,-117.3,34.15,33,1607,282,608,260,4.3438,INLAND
3301,-122.61,38.93,14,231,36,108,31,4.3897,INLAND
20583,-122,38.73,31,371,74,208,84,3.875,INLAND
7270,-118.23,33.98,25,986,310,1439,251,2.39,<1H OCEAN
9901,-122.26,38.28,24,2831,502,1462,503,4.5,NEAR BAY
12785,-121.44,38.63,38,1673,399,1116,382,1.3302,INLAND
3371,-118.28,34.26,32,1079,207,486,167,4.9833,<1H OCEAN
5788,-118.25,34.15,31,1238,338,605,331,2.8478,<1H OCEAN
12094,-117.4,33.85,9,7538,1125,3450,1077,5.4625,INLAND
11507,-118.09,33.74,44,1671,390,871,367,4.6369,NEAR OCEAN
8369,-118.34,33.98,47,2649,684,2374,607,2.3882,<1H OCEAN
4895,-118.24,34.01,48,396,99,485,110,2.375,<1H OCEAN
7435,-118.19,33.95,44,1436,271,850,269,3.2768,<1H OCEAN
3793,-118.37,34.16,25,2450,618,1054,578,3.6375,<1H OCEAN
18909,-122.32,38.12,12,5382,928,3928,921,5.3785,NEAR BAY
3261,-122.91,39.17,44,202,42,142,39,4.35,INLAND
18775,-122.3,40.45,32,1286,271,694,236,1.6579,INLAND
13672,-117.24,34.04,17,3362,507,1520,496,6.1986,INLAND
5400,-118.43,34.03,26,1706,516,894,435,3.1875,<1H OCEAN
7874,-118.14,33.89,33,1250,276,866,268,4.1708,<1H OCEAN
11558,-117.99,33.77,29,1312,267,922,255,3.1902,<1H OCEAN
16456,-121.27,38.12,44,2356,482,1043,443,2.4949,INLAND
5307,-118.44,34.05,18,4780,1192,1886,1036,4.4674,<1H OCEAN
2913,-119.07,35.36,19,5254,894,2155,831,4.6705,INLAND
17114,-122.16,37.47,44,2581,437,1006,414,5.397,NEAR BAY
7437,-118.19,33.94,45,1403,315,1111,311,3.3846,<1H OCEAN
2143,-119.74,36.78,27,4049,947,2254,882,2.2467,INLAND
11602,-118.08,33.78,25,5321,967,1969,903,5.0102,<1H OCEAN
10356,-117.67,33.6,25,3164,449,1517,453,6.7921,<1H OCEAN
7108,-118.01,33.89,33,2046,327,1018,320,4.2292,<1H OCEAN
5137,-118.27,33.97,45,1546,371,1186,366,1.64,<1H OCEAN
16890,-122.38,37.59,49,1657,266,613,270,5.7837,NEAR OCEAN
3358,-120.66,40.41,52,2081,478,1051,419,2.2992,INLAND
9550,-120.94,37.4,32,1175,208,774,222,3,INLAND
5214,-118.25,33.94,44,1463,312,940,312,2.3333,<1H OCEAN
16720,-120.64,35.46,6,5876,1406,2877,1304,2.5437,<1H OCEAN
549,-122.25,37.77,52,2156,458,872,445,3.2685,NEAR BAY
10410,-117.59,33.65,2,4860,1193,2332,1073,4.5022,<1H OCEAN
15075,-117,32.8,29,2045,398,912,368,3.0189,<1H OCEAN
6637,-118.14,34.16,39,2776,840,2546,773,2.575,<1H OCEAN
16598,-120.93,35.76,11,8997,1698,1825,756,3.23,<1H OCEAN
19394,-120.83,37.77,20,1717,403,1062,401,1.6759,INLAND
3959,-118.6,34.2,10,2869,941,2162,829,3.2297,<1H OCEAN
8139,-118.11,33.83,36,1462,233,664,220,5.1171,<1H OCEAN
11181,-117.95,33.83,31,2421,389,1348,413,4.9394,<1H OCEAN
19139,-122.71,38.33,13,4011,936,2064,914,3.6953,<1H OCEAN
16984,-122.3,37.56,35,1873,351,945,333,5.5184,NEAR OCEAN
1272,-121.7,37.91,17,1962,291,825,267,4.8958,INLAND
13231,-117.68,34.15,4,4082,578,1996,580,6.7813,INLAND
12704,-121.41,38.58,18,6955,1882,2803,1740,3.089,INLAND
15335,-117.33,33.21,17,1246,300,424,288,2.2882,NEAR OCEAN
12319,-116.71,33.94,12,549,109,209,90,3.0208,INLAND
19233,-122.66,38.47,20,2806,477,1369,460,4.75,<1H OCEAN
20598,-121.58,39.15,38,1756,396,837,401,1.9122,INLAND
14331,-117.15,32.72,51,1321,,781,499,1.3071,NEAR OCEAN
16160,-122.49,37.78,42,2723,579,1419,519,3.6429,NEAR BAY
17192,-119.77,34.44,24,5652,1313,2312,1294,2.4717,NEAR OCEAN
18646,-121.99,36.97,15,3044,786,1306,693,2.1771,NEAR OCEAN
12576,-121.43,38.53,36,1488,294,846,279,3.1208,INLAND
14874,-117.09,32.62,34,1576,364,1153,381,2.1955,NEAR OCEAN
8462,-118.33,33.91,39,1224,312,1106,333,3.3491,<1H OCEAN
3032,-119.12,35.41,12,5589,941,3018,917,4.4561,INLAND
18141,-122.05,37.34,34,2515,401,1079,399,7.7865,<1H OCEAN
16625,-120.84,35.37,34,3279,714,1397,646,2.5552,NEAR OCEAN
14704,-117.07,32.81,15,2000,402,778,369,4.3594,<1H OCEAN
18293,-122.11,37.39,36,1660,261,655,249,6.3967,NEAR BAY
9458,-123.58,39.66,15,1839,489,887,332,2.2429,<1H OCEAN
19369,-123.02,38.36,16,1496,298,778,284,3.8589,NEAR OCEAN
14567,-117.2,32.83,36,1089,240,623,226,2.5909,NEAR OCEAN
14758,-117.05,32.56,22,2172,563,2049,524,2.0159,NEAR OCEAN
8192,-118.12,33.79,41,1762,314,738,300,4.1687,<1H OCEAN
3080,-118.93,35.44,13,1439,237,557,227,6.1563,INLAND
9032,-118.62,34.06,25,3546,584,1530,601,7.4001,NEAR OCEAN
5320,-118.42,34.05,38,4888,1126,1698,937,4.8304,<1H OCEAN
17048,-122.27,37.47,44,3022,473,1235,477,6.7058,NEAR OCEAN
17248,-119.7,34.42,52,329,109,291,102,1.4722,<1H OCEAN
10137,-117.89,33.91,33,1264,224,527,227,3.7321,<1H OCEAN
6298,-117.91,34.02,22,6269,,5587,1251,3.8201,<1H OCEAN
5291,-118.42,34.08,46,1399,148,410,152,15.0001,<1H OCEAN
1421,-122.06,37.99,17,1319,316,384,269,1.8229,NEAR BAY
18644,-121.98,36.97,21,3349,737,1952,718,3.7273,NEAR OCEAN
16420,-121.29,37.89,26,161,27,1542,30,5.7485,INLAND
503,-122.28,37.85,52,610,145,281,132,2.9018,NEAR BAY
9259,-120.07,36.96,42,963,216,471,211,2.2898,INLAND
12479,-121.49,38.59,20,463,180,486,190,1.0313,INLAND
16570,-121.42,37.75,33,1999,368,1061,390,3.5242,INLAND
2785,-118.6,37.39,19,2682,518,1134,399,3.2132,INLAND
5,-122.25,37.85,52,919,213,413,193,4.0368,NEAR BAY
12795,-121.46,38.63,26,3185,658,2444,626,1.56,INLAND
13108,-121.38,38.41,7,6091,921,2916,886,4.7557,INLAND
3033,-119.11,35.39,22,984,176,451,170,3.25,INLAND
4765,-118.35,34.04,38,1626,375,1019,372,2.3687,<1H OCEAN
10609,-117.79,33.68,13,2636,416,1137,404,7.2118,<1H OCEAN
1577,-122.02,37.8,11,6200,907,2286,896,7.6518,NEAR BAY
9273,-122.58,38.15,9,1302,177,682,190,7.5,<1H OCEAN
19732,-122.08,40.09,19,2611,503,1185,483,2.3657,INLAND
7576,-118.21,33.88,29,1976,444,1254,371,2.1782,<1H OCEAN
18162,-122.04,37.36,26,3298,460,1241,472,6.8753,<1H OCEAN
8116,-118.2,33.8,45,2456,495,1300,450,3.9792,NEAR OCEAN
18298,-122.12,37.4,32,3514,473,1583,480,10.3894,NEAR BAY
5669,-118.3,33.73,40,2582,606,1304,588,3.5694,NEAR OCEAN
12709,-121.39,38.59,33,2091,468,1053,470,2.2264,INLAND
6708,-118.15,34.14,45,543,191,454,181,2.3,<1H OCEAN
10498,-117.67,33.51,18,1645,393,1490,355,3.4792,<1H OCEAN
8545,-118.36,33.88,26,1375,286,829,278,3.9844,<1H OCEAN
680,-122.15,37.68,30,2261,443,929,383,4.2841,NEAR BAY
11497,-118.07,33.67,13,5126,711,2429,718,9.5268,NEAR OCEAN
20261,-119.18,34.21,29,4039,680,1677,644,4.3897,NEAR OCEAN
940,-122.02,37.54,31,1240,264,719,236,3.535,NEAR BAY
15735,-122.43,37.78,26,3587,1034,1821,936,2.6392,NEAR BAY
4853,-118.3,34.03,37,2781,766,2586,729,1.8564,<1H OCEAN
19028,-122.01,38.37,16,3996,550,1673,539,5.778,INLAND
11532,-118.09,33.77,26,5359,1508,1829,1393,1.7675,<1H OCEAN
6786,-118.14,34.1,27,4073,1013,2411,933,3.108,<1H OCEAN
12868,-121.35,38.72,2,21897,3513,8652,2873,4.5432,INLAND
4226,-118.29,34.1,39,2196,582,1165,538,2.9417,<1H OCEAN
10787,-117.92,33.64,25,2224,580,985,516,3.1305,<1H OCEAN
20384,-118.94,34.18,24,3689,585,1898,581,5.9224,<1H OCEAN
16611,-120.6,35.6,13,4461,764,1795,640,4.475,<1H OCEAN
16664,-120.69,35.26,20,1248,231,722,225,4.625,NEAR OCEAN
14742,-117.06,32.58,13,3435,708,1761,699,3.4792,NEAR OCEAN
15078,-116.97,32.83,23,149,32,101,34,2.6458,<1H OCEAN
2539,-124.16,40.8,52,2416,618,1150,571,1.7308,NEAR OCEAN
16451,-121.28,38.13,48,1892,333,804,352,4.0625,INLAND
18017,-121.96,37.26,22,1408,351,636,294,1.8542,<1H OCEAN
17165,-122.22,37.36,34,1559,243,600,242,8.7382,NEAR OCEAN
11219,-117.9,33.8,21,1342,326,748,335,2.9231,<1H OCEAN
10449,-117.67,33.46,24,3571,722,1409,543,4.6518,<1H OCEAN
10944,-117.87,33.74,16,1243,365,1925,376,2.7632,<1H OCEAN
20057,-119.27,35.89,18,1855,424,1839,392,1.7572,INLAND
14056,-117.13,32.75,31,2336,656,1186,609,2.5872,NEAR OCEAN
2283,-119.76,36.79,26,3654,837,1976,830,2.1544,INLAND
14114,-117.11,32.74,33,1126,267,621,241,3.2422,NEAR OCEAN
15237,-117.26,32.95,22,5484,1227,1947,1012,4.4375,NEAR OCEAN
7819,-118.11,33.9,36,1347,278,748,278,5.1423,<1H OCEAN
12239,-116.93,33.73,13,3603,573,1644,515,4.0433,INLAND
6846,-118.11,34.06,18,2609,721,2221,703,2.3224,<1H OCEAN
7987,-118.17,33.85,39,2247,526,1670,525,3.07,<1H OCEAN
15592,-116.32,33.28,19,1791,367,327,185,3.3625,INLAND
6007,-117.76,34.07,51,1538,394,1173,388,2.3156,INLAND
12149,-117.2,33.7,23,6323,1196,1984,1124,2.3276,<1H OCEAN
19564,-120.94,37.61,13,3309,603,1796,555,3.8372,INLAND
18800,-121.86,40.77,17,2816,639,1027,406,2.503,INLAND
2961,-119.06,35.35,20,9351,2139,4584,1953,2.575,INLAND
7897,-118.07,33.85,16,3771,606,2196,564,7.0113,<1H OCEAN
10275,-117.87,33.86,28,2292,531,2197,509,3.4856,<1H OCEAN
2413,-119.44,36.61,17,1531,280,775,246,3.9073,INLAND
9012,-118.63,34.11,35,3795,690,1521,653,5.8735,<1H OCEAN
17847,-121.88,37.41,23,3224,652,2183,655,4.3807,<1H OCEAN
7179,-118.18,34.04,36,1807,630,2118,669,1.55,<1H OCEAN
10931,-117.91,33.74,25,4273,965,2946,922,2.9926,<1H OCEAN
14517,-117.13,32.91,15,1450,266,747,290,3.6111,<1H OCEAN
6944,-118.09,33.98,37,1270,272,1092,274,3.5,<1H OCEAN
15232,-117.21,33.02,26,3194,454,1032,406,10.156,NEAR OCEAN
10049,-120.99,39.13,14,770,116,285,116,3.6434,INLAND
5269,-118.54,34.06,21,3755,525,1493,526,11.4233,<1H OCEAN
5945,-117.85,34.14,35,2899,429,1251,429,6.1049,INLAND
19323,-122.97,38.5,44,3234,746,1112,470,1.9265,<1H OCEAN
5890,-118.34,34.15,16,1586,377,625,344,4.0893,<1H OCEAN
5525,-118.37,33.97,32,6699,1781,2725,1544,3.3889,<1H OCEAN
13228,-117.68,34.15,24,1033,189,486,204,4.1719,INLAND
9150,-118.52,34.44,26,934,148,519,162,5.3209,<1H OCEAN
3871,-118.54,34.21,22,6064,1826,4876,1697,2.875,<1H OCEAN
4792,-118.33,34.03,46,2312,625,1552,603,1.6429,<1H OCEAN
10544,-117.76,33.71,14,4321,582,2025,578,8.3634,<1H OCEAN
6264,-117.96,34.05,32,1993,388,1385,380,3.7258,<1H OCEAN
3669,-118.39,34.23,43,1193,299,1184,320,2.1518,<1H OCEAN
15372,-117.24,33.38,16,2792,525,1696,516,3.668,<1H OCEAN
17259,-119.72,34.42,31,1524,383,1257,398,2.6019,NEAR OCEAN
11006,-117.79,33.77,21,4349,553,1680,519,6.9014,<1H OCEAN
8295,-118.14,33.75,39,1995,634,867,567,4.0795,NEAR OCEAN
11251,-117.99,33.82,21,2281,557,1510,460,2.8625,<1H OCEAN
12322,-116.57,33.94,29,551,166,224,107,1.1917,INLAND
18940,-122.06,38.27,14,6920,996,3196,978,5.0672,INLAND
4013,-118.6,34.16,32,3999,667,1628,631,6.0794,<1H OCEAN
19439,-121,37.68,15,1232,180,408,196,6.9682,INLAND
3722,-118.42,34.19,33,3353,790,2318,775,2.2589,<1H OCEAN
2713,-115.58,32.81,5,805,143,458,143,4.475,INLAND
10525,-117.7,33.56,3,2443,637,1033,548,4.1379,<1H OCEAN
18709,-122.4,40.58,43,1455,300,747,279,2.7857,INLAND
2490,-120.31,36.65,24,943,209,514,156,2.25,INLAND
13762,-117.09,34.07,24,6260,1271,3132,1189,2.5156,INLAND
353,-122.17,37.75,47,998,211,597,185,3.1587,NEAR BAY
15200,-117.11,32.9,16,2043,388,705,352,4.4766,<1H OCEAN
11605,-118.02,33.8,24,84,14,32,8,5.875,<1H OCEAN
13582,-117.29,34.12,40,2198,612,1517,531,1.0951,INLAND
14438,-117.24,32.8,19,1863,497,868,503,2.288,NEAR OCEAN
2964,-119.05,35.34,17,2387,437,1204,423,4.0529,INLAND
14553,-117.18,32.95,4,19001,2688,8980,2441,6.3237,<1H OCEAN
12339,-116.57,33.84,18,7962,1652,2009,921,3.3897,INLAND
14763,-117.1,32.59,21,2350,667,1621,613,2.0734,NEAR OCEAN
7781,-118.06,33.91,24,4880,1044,4516,1050,4.1387,<1H OCEAN
11483,-118,33.73,26,2236,280,809,282,6.7395,<1H OCEAN
12691,-121.39,38.57,33,2648,357,863,359,8.4016,INLAND
18503,-122.03,37.18,10,212,38,78,21,6.0622,<1H OCEAN
715,-122.09,37.69,43,500,110,273,120,3.3125,NEAR BAY
828,-122.08,37.62,27,1826,309,1016,313,5.64,NEAR BAY
11750,-121.18,38.78,13,3480,528,1432,532,6.1642,INLAND
16805,-122.41,37.66,32,1385,356,1096,353,4.475,NEAR OCEAN
12754,-121.37,38.61,39,823,146,329,144,3.0833,INLAND
4529,-118.22,34.05,44,1105,346,1598,372,1.2,<1H OCEAN
7429,-118.21,33.95,35,2134,650,2248,587,2.2988,<1H OCEAN
4806,-118.34,34.02,49,1609,371,896,389,2.5156,<1H OCEAN
5812,-118.26,34.13,37,196,74,194,68,1.2188,<1H OCEAN
3746,-118.41,34.16,32,3060,505,1159,510,6.3703,<1H OCEAN
6499,-118.03,34.08,42,1597,373,1311,352,2.9688,INLAND
11044,-117.83,33.82,23,1100,285,940,267,3.6953,<1H OCEAN
6941,-118.1,33.99,31,965,217,599,206,2.7202,<1H OCEAN
6035,-117.72,34.06,32,2209,654,1718,569,1.9643,INLAND
6721,-118.14,34.13,16,3569,821,1505,783,4.9167,<1H OCEAN
5629,-118.3,33.77,18,3821,795,2831,769,2.9571,<1H OCEAN
8777,-118.31,33.79,35,2290,563,1374,530,3.2472,<1H OCEAN
4053,-118.43,34.15,26,2900,667,1090,590,3.7125,<1H OCEAN
9441,-120.15,37.69,13,866,252,369,165,2.875,INLAND
16500,-121.04,37.78,32,2916,528,1466,473,2.5643,INLAND
15085,-116.92,32.82,34,1765,284,772,282,5.0118,<1H OCEAN
20476,-118.74,34.26,27,3467,545,1798,493,4.8717,<1H OCEAN
6357,-117.97,34.14,15,3595,964,1839,877,2.6014,INLAND
16195,-121.31,37.96,52,2654,468,1157,494,3.226,INLAND
11433,-117.96,33.65,23,5379,684,1826,555,7.0151,<1H OCEAN
7362,-118.19,33.97,27,2911,972,3559,945,1.9485,<1H OCEAN
14213,-117.05,32.69,21,991,210,695,203,3.625,NEAR OCEAN
11364,-117.94,33.73,24,4197,718,2468,714,5.2563,<1H OCEAN
11523,-118.05,33.73,25,2472,450,1301,467,5.0699,<1H OCEAN
8978,-118.41,34,38,324,70,268,73,2.55,<1H OCEAN
906,-121.99,37.54,28,3046,507,1772,516,5.3283,<1H OCEAN
18453,-121.78,37.22,18,2127,387,1547,402,5.0958,<1H OCEAN
5478,-118.45,34,43,1606,408,862,354,3.962,<1H OCEAN
14344,-117.17,32.73,52,55,18,65,22,1.6591,NEAR OCEAN
18514,-122.02,36.99,30,2156,487,1023,458,2.7875,NEAR OCEAN
18789,-122.37,40.39,12,3783,702,1970,639,3.3005,INLAND
667,-122.15,37.69,38,1246,221,637,222,3.6625,NEAR BAY
12439,-116.18,33.67,25,2888,654,2940,660,2.2141,INLAND
18408,-121.8,37.27,17,3912,737,2693,746,5.0772,<1H OCEAN
9715,-121.67,36.68,38,5561,1292,3523,1253,2.8289,<1H OCEAN
13853,-117.31,34.5,14,2443,447,883,465,2.1111,INLAND
15338,-117.29,33.2,16,2150,461,1428,407,2.4754,NEAR OCEAN
12146,-117.2,33.72,8,5528,1073,1674,918,2.5335,<1H OCEAN
15257,-117.24,33.04,13,3498,663,1412,618,3.212,NEAR OCEAN
15789,-122.4,37.78,52,464,202,286,148,1.6125,NEAR BAY
15614,-122.41,37.81,25,1178,545,592,441,3.6728,NEAR BAY
18364,-122.12,37.29,11,436,70,212,75,8.6196,<1H OCEAN
18547,-122.02,36.97,44,594,169,325,139,1.1552,NEAR OCEAN
18571,-121.76,36.92,46,947,257,1120,264,3.4125,<1H OCEAN
13239,-117.66,34.13,17,3229,405,1289,407,6.3842,INLAND
17554,-121.88,37.33,35,3300,1154,3120,1075,1.473,<1H OCEAN
1656,-121.93,37.89,13,2085,292,852,264,7.3445,INLAND
10477,-117.7,33.6,16,2092,489,877,392,3.0461,<1H OCEAN
742,-122.13,37.67,42,3592,703,1625,665,3.2434,NEAR BAY
11496,-118.03,33.71,26,1483,251,738,235,6,<1H OCEAN
12289,-116.98,33.93,40,2277,498,1391,453,1.9472,INLAND
2323,-119.73,36.83,8,3602,,1959,580,5.3478,INLAND
8052,-118.19,33.84,44,2731,577,1396,555,4.1771,NEAR OCEAN
4282,-118.32,34.1,36,1655,690,1957,633,1.7325,<1H OCEAN
6797,-118.14,34.08,24,2999,786,2937,796,2.9405,<1H OCEAN
5661,-118.28,33.74,44,1853,556,2090,539,1.8584,NEAR OCEAN
557,-122.23,37.76,52,3011,542,1303,535,5.1039,NEAR BAY
4991,-118.31,33.99,47,1525,359,982,333,2.0915,<1H OCEAN
20522,-121.54,38.54,36,1672,302,969,337,3.0536,INLAND
1439,-122.01,37.97,32,3012,527,1288,512,3.6449,NEAR BAY
20400,-118.85,34.21,25,1328,209,691,228,4.9234,<1H OCEAN
8033,-118.14,33.84,43,2107,439,876,429,3.2024,<1H OCEAN
16872,-122.42,37.6,34,3562,565,1542,563,5.8783,NEAR OCEAN
4431,-118.19,34.08,38,1241,298,1055,263,2.3409,<1H OCEAN
4395,-118.28,34.08,52,2465,773,2328,746,2.6178,<1H OCEAN
6612,-118.12,34.18,44,2357,342,891,337,6.3467,INLAND
20589,-121.59,39.15,48,1783,399,938,374,1.6652,INLAND
8686,-118.32,33.86,32,3485,678,1715,649,4.6563,<1H OCEAN
7164,-118.17,34.06,36,871,201,2862,181,2.1845,<1H OCEAN
4893,-118.25,34.02,32,1311,410,1792,396,2.3304,<1H OCEAN
8720,-118.35,33.83,36,1102,193,522,172,6.1187,<1H OCEAN
16982,-122.3,37.56,36,1379,228,750,227,5.5381,NEAR OCEAN
12139,-117.24,33.85,8,1031,201,606,179,2.8194,INLAND
17658,-121.9,37.28,34,4613,749,2050,725,5.3922,<1H OCEAN
1788,-122.36,37.94,43,369,107,371,111,1.6,NEAR BAY
3498,-118.45,34.27,33,1194,229,839,230,3.705,<1H OCEAN
13452,-117.41,34.1,29,1362,251,776,253,3.1287,INLAND
12720,-121.37,38.59,36,2523,401,927,398,3.5179,INLAND
366,-122.13,37.75,36,768,93,229,93,5.3602,NEAR BAY
949,-121.93,37.72,26,3816,637,1935,642,4.4697,<1H OCEAN
1550,-121.93,37.74,16,3326,419,1272,402,6.8806,<1H OCEAN
13662,-117.32,34.03,13,3853,761,1685,669,3.9024,INLAND
19713,-121.71,39.25,37,1871,321,806,294,4,INLAND
5692,-118.24,34.23,42,1541,280,753,264,5.1028,<1H OCEAN
4952,-118.31,34.02,43,2255,533,1568,470,1.6955,<1H OCEAN
3517,-118.48,34.25,35,1442,276,795,268,4.9688,<1H OCEAN
19090,-122.61,38.24,17,1728,271,897,284,3.4896,<1H OCEAN
2757,-115.5,32.67,35,2159,492,1694,475,2.1776,INLAND
389,-122.29,37.89,52,1571,349,693,326,3.1375,NEAR BAY
20459,-118.77,34.28,26,2873,480,1915,475,5.3681,<1H OCEAN
17047,-122.29,37.48,15,5480,892,2009,831,7.4678,NEAR OCEAN
19813,-119.26,36.61,33,560,90,310,113,2.5417,INLAND
17359,-120.41,34.88,4,3680,559,1678,569,5.0639,<1H OCEAN
19537,-120.92,37.65,23,505,124,163,129,1.3696,INLAND
12161,-117.18,33.78,7,1697,424,808,354,1.3417,INLAND
12881,-121.34,38.68,28,3379,552,1543,556,4.2743,INLAND
404,-122.27,37.9,52,2079,273,684,275,7.9556,NEAR BAY
18288,-122.11,37.38,36,3598,500,1296,533,7.8177,NEAR BAY
15499,-117.25,33.1,14,3676,720,1176,614,3.9464,NEAR OCEAN
8138,-118.1,33.83,36,1408,250,702,251,4.875,<1H OCEAN
12015,-117.5,33.93,19,4741,835,2903,796,4.3723,INLAND
14463,-117.3,32.85,28,2334,694,770,552,3.1324,NEAR OCEAN
16512,-121.22,37.72,34,2123,387,1310,368,2.6368,INLAND
17462,-119.88,34.43,16,1734,365,962,391,4.4777,NEAR OCEAN
456,-122.25,37.87,41,685,141,266,123,5.2289,NEAR BAY
891,-121.94,37.54,27,3715,526,1631,538,6.2179,<1H OCEAN
19224,-122.7,38.45,39,2015,335,640,315,4.1734,<1H OCEAN
16943,-122.31,37.55,52,900,183,371,166,3.25,NEAR OCEAN
9038,-118.09,34.74,34,1218,285,797,248,2.4348,INLAND
1593,-122.14,37.9,32,5738,746,2099,732,10.3224,NEAR BAY
1769,-122.34,37.95,38,1340,298,766,241,3.2833,NEAR BAY
5657,-118.31,33.73,52,1665,280,656,282,5.249,NEAR OCEAN
7384,-118.25,33.97,43,1735,535,2288,524,1.9119,<1H OCEAN
5543,-118.4,33.98,36,2526,452,996,441,5.611,<1H OCEAN
12271,-117.04,34,21,4624,852,2174,812,3.5255,INLAND
5843,-118.32,34.19,37,589,119,375,122,3.3897,<1H OCEAN
8612,-118.37,33.86,28,2685,581,1243,529,4.119,<1H OCEAN
4489,-118.19,34.05,37,349,79,276,64,3.2125,<1H OCEAN
18945,-122.03,38.28,15,5114,833,2418,778,4.4882,INLAND
